!titulo!calificacion!direccion!telefono!valor_estimado!url!caracteristicas
0!Mis Kaprichos!5.0!  C. 17 #679  Monterrey  Casanare!0!!https://business.google.com/create?fp=1440541483539050956&hl=es-419&authuser=0&gmbsrc=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0!  Consumo en el lugar     Para llevar   Entrega a domicilio
1!Magic Helado- Hamburgueseria Artesanal!4.6!  Cl. 19 #5-06  Monterrey  Casanare!  312 7326320!!https://publicaton.com/magic-burger/!  Consumo en el lugar   Pedidos desde el autom vil   Entrega a domicilio
2!fruteria heladeria coctel hawaiano!4.2!  Cl. 18 # 10 - 06  Monterrey  Casanare!  312 4379583!!https://business.google.com/create?fp=14870115682740407680&hl=es-419&authuser=0&gmbsrc=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0!  Consumo en el lugar     Para llevar   Entrega a domicilio
3!Helader a Oso Polar!5.0!  Cra. 11 #15-65  Monterrey  Casanare!  313 4444419!!https://business.google.com/create?fp=12732648088882992894&hl=es-419&authuser=0&gmbsrc=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0!  Para llevar     Entrega a domicilio
4!Helader a amore gelato!0!  Cra. 11 #23a-05  Monterrey  Casanare!0!!https://business.google.com/create?fp=14484199631062844874&hl=es-419&authuser=0&gmbsrc=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&ppsrc=GMBMI&utm_campaign=co-es-419-et-ip-z-gmb-s-z-l~mrc%7Cclaimbz%7Cu&utm_source=gmb_mrc81&utm_medium=et&getstarted&lis=0!0
